Day_Of_Week,Click_Hour,Click_Minute,Current_Cumulative_Sum,Target_Final_Daily_Sum
0,4,2,20049,111358
5,14,57,49726,85161
5,16,34,58612,89617
4,2,17,10403,113786
2,11,10,50044,116294
2,1,53,9206,117691
2,0,19,1740,128098
4,22,4,108851,118515
5,20,18,64687,78576
0,16,21,90570,125858
2,21,58,115873,125715
3,15,59,90688,133878
4,4,18,20619,108806
1,14,46,70484,115268
0,2,15,14232,137632
3,6,23,30532,117426
2,10,40,44899,91848
1,9,3,42316,117970
0,8,14,42706,121349
4,13,24,50704,93828
1,12,43,74606,133339
5,1,54,6416,83033
6,2,34,9445,87053
1,6,54,32749,117740
6,20,13,68013,77127
3,17,48,78402,109294
0,2,18,11496,110649
3,9,37,49822,130856
3,21,35,99418,118524
2,6,6,30561,114781
4,8,29,37956,110653
1,16,18,89591,131961
0,10,48,59612,134642
5,6,24,20029,80387
4,23,15,120554,124924
4,13,46,74954,122898
0,18,53,89105,107840
4,3,39,18083,117541
2,5,50,29034,113161
4,9,7,36601,101744
2,6,17,33627,130570
1,12,27,59800,113041
1,13,15,72377,131959
3,3,51,20409,128817
2,7,18,35900,125567
5,4,41,14133,80841
1,0,16,1316,113846
4,3,44,21818,138578
0,2,12,11537,120431
0,8,6,40611,123019
6,7,26,23304,78024
2,0,9,692,110688
5,5,33,21006,87119
3,8,35,43188,122175
4,6,24,31093,112106
2,3,5,12885,105615
6,12,23,43787,85554
0,16,17,89218,131961
2,1,22,6881,113867
4,4,5,20046,116610
5,11,28,44092,84876
5,20,24,64881,81846
1,7,54,37348,112730
4,5,16,24867,112312
6,7,45,25652,77050
1,17,23,97232,139933
1,2,10,12481,127515
1,21,25,114147,127833
2,11,50,53244,114196
6,2,33,9141,86109
0,21,27,107925,122676
5,5,2,19300,80785
2,1,10,6085,118944
0,22,37,110832,117319
5,11,13,34253,73704
6,1,50,5999,74973
6,5,25,18100,76384
4,16,47,73225,122553
5,2,20,7628,76021
5,1,53,6972,88732
6,22,55,75963,85135
5,19,38,71776,84041
3,7,29,37777,108925
4,21,58,124193,132014
2,11,7,55978,114551
2,3,50,21136,121381
0,4,19,21197,122961
2,12,47,55138,114118
1,14,31,84030,134507
5,22,21,71392,77624
2,15,58,75969,122616
0,9,6,46251,122461
0,22,8,114173,119457
1,15,44,69642,107030
0,11,0,56670,128708
6,16,28,53572,78963
3,15,7,71258,113244
6,11,55,39939,89027
5,7,53,24136,74010
5,19,3,57652,77867
5,2,34,8622,78052
4,15,58,80583,131382
2,12,2,64843,123094
3,22,53,106805,114356
2,18,44,84604,111415
3,7,39,37146,114846
2,21,6,97193,115555
1,4,26,20891,111540
6,19,0,67627,88670
0,7,26,39564,131400
0,23,15,128199,129706
6,11,37,35947,78750
1,0,6,473,121363
3,20,43,96984,110977
6,19,22,65645,81460
4,5,40,27751,116552
3,21,58,107652,115721
0,17,10,100447,140029
4,7,41,38132,115596
2,6,52,32176,111917
4,0,32,2246,112374
3,20,49,103249,130437
1,15,35,73666,103478
2,11,36,54314,112373
3,5,40,33257,134468
2,19,58,100102,122439
4,1,16,6415,121919
0,13,34,78075,141321
3,3,47,21685,122463
1,0,4,317,112918
6,22,47,77733,84134
4,17,31,72748,108645
3,12,2,73022,132559
1,1,51,9613,125745
3,8,46,49724,131244
4,20,34,118074,132129
3,1,51,8724,115857
2,8,13,39121,110552
4,0,47,3781,119482
3,10,30,46270,111272
6,2,30,8608,78091
0,19,16,104587,131320
3,22,59,116244,118318
2,3,23,17480,121499
1,17,51,91376,119061
6,22,22,69741,81149
1,5,17,24216,113322
6,2,49,8813,76338
1,21,53,108982,124708
0,10,13,56474,129878
2,14,49,81399,124463
4,21,14,107262,113597
1,4,14,18839,108649
6,19,5,64375,79796
2,9,26,48786,121414
3,11,14,57304,118742
0,14,49,81587,138224
2,16,35,83326,110531
2,9,54,59454,137750
4,5,7,26872,120317
2,17,14,77378,101644
4,12,2,60851,118207
0,2,46,14172,129594
0,23,12,111689,116349
3,9,40,38893,105252
4,13,33,68207,118354
4,5,23,24782,111428
1,2,39,13765,124918
1,15,31,87555,127733
3,6,31,29036,109437
0,19,29,90531,112941
5,13,51,49233,85220
1,8,48,37092,111411
2,14,12,63737,109178
0,20,0,78969,108213
5,2,33,8392,81375
2,1,14,6596,123091
6,1,43,6323,86476
4,2,13,10758,120050
0,17,56,101283,135271
6,13,28,41201,77598
3,19,33,81841,100482
4,17,17,102835,124550
4,9,53,53480,118895
2,1,6,5188,112899
6,21,28,73897,81962
4,0,54,4578,128392
1,3,30,13707,97917
0,13,24,64503,113474
1,0,37,3582,143175
2,13,13,72428,125834
5,15,7,59999,88325
2,21,26,119597,131728
0,13,53,69869,120170
4,19,1,92874,127966
6,2,16,7335,74876
6,2,36,9114,89240
3,8,13,39145,116779
2,5,24,28701,121720
0,12,55,64579,114116
3,20,29,100134,120128
4,1,28,6483,108315
5,7,19,20018,68044
2,20,20,93329,117176
5,1,52,6393,84896
0,3,21,14750,114949
5,14,34,50865,81037
5,3,36,11206,73266
0,12,15,67947,129492
0,11,49,54089,115362
2,12,57,67654,133351
5,13,48,44956,77976
3,19,42,102966,125040
0,17,16,86794,121536
4,5,15,26558,123191
5,10,57,45000,90859
0,1,54,10691,132235
3,22,1,133349,133349
6,18,3,59229,74055
2,18,20,104073,125549
5,4,38,14775,80878
6,18,33,63062,79240
0,1,29,7064,116815
0,9,5,41695,120160
4,1,16,7317,128995
4,10,38,56381,129151
5,17,24,57756,84100
6,23,4,73093,77661
6,14,4,42776,76008
0,8,19,37069,110816
5,22,15,67433,73552
0,18,50,91539,107361
4,8,40,43028,123263
3,2,36,15675,133610
1,20,39,107980,120388
1,8,8,42202,122113
0,13,4,74458,131828
6,18,41,61830,79371
4,6,56,38495,125201
2,15,1,77137,119884
2,15,8,72640,125660
1,0,42,3408,115165
3,3,35,17349,111820
1,3,21,16701,121405
0,6,21,36341,136491
3,7,21,38179,128609
2,16,33,73790,114923
6,4,54,16958,90042
4,6,28,25664,103179
4,19,37,112481,133160
0,19,58,80446,110449
1,3,45,17633,116744
0,5,32,29537,133212
4,6,17,26807,103860
2,17,6,87209,134922
4,4,0,19972,117463
3,19,32,82696,108514
6,2,0,7089,80516
6,6,23,19345,75067
5,21,3,72086,82584
4,13,3,61737,113518
4,6,17,26734,100883
6,4,26,14457,78120
5,21,42,68306,77194
3,4,58,25689,122043
1,22,31,103810,108128
4,1,32,7073,115119
6,20,27,65940,75772
0,21,41,112842,117875
4,5,40,29945,122504
0,14,54,82393,126802
3,20,35,93785,108420
4,9,59,47324,119356
6,22,5,64410,72953
3,23,15,120543,122473
3,6,33,33434,116991
1,4,22,22836,110165
4,0,49,4396,123157
0,12,41,65540,131726
0,20,23,94119,115239
4,17,55,91932,110551
5,12,48,44315,83992
1,20,12,89971,106643
1,20,55,94082,113396
1,17,17,102671,132224
0,4,53,25157,120621
3,12,12,49453,101205
6,3,48,11697,77742
5,16,36,52767,75135
1,2,42,14502,128623
0,16,38,74949,103823
0,10,41,56934,124497
3,20,16,111078,133303
4,19,14,108269,138878
4,22,17,113576,123312
6,20,22,64453,78101
6,3,53,13549,84285
1,1,50,10779,140997
6,19,29,51166,65990
1,15,57,75865,110665
5,17,33,52296,72866
6,7,57,26176,82495
3,2,3,11922,142080
1,8,2,41078,121254
3,19,6,103872,129980
0,5,55,30316,120432
1,9,17,44307,109622
0,20,41,123721,134767
2,9,6,43756,113778
3,12,39,67528,135355
2,16,5,87919,132985
1,8,21,41682,126140
0,16,57,105953,138289
1,23,0,142323,142323
2,8,3,40951,118247
1,8,45,42552,111912
5,0,48,2493,73864
4,1,51,11181,142446
2,15,49,70100,115603
1,0,42,3816,131350
0,9,28,42452,112587
1,17,20,99151,135382
0,7,25,34815,112998
4,20,13,99907,108082
1,10,8,52068,117914
6,22,58,74286,76539
6,1,46,5785,79658
4,7,11,38759,119486
2,21,41,113916,126277
0,7,50,38850,117089
6,16,55,54349,76944
5,14,50,47716,78796
2,16,5,94292,140449
0,22,19,102525,122251
4,23,23,90036,100162
6,12,26,42336,80318
3,18,37,101192,120968
1,4,7,24162,138453
4,11,0,57564,130286
0,0,53,3783,110782
0,22,48,142347,144183
0,4,48,23258,119688
0,7,23,42061,132463
1,12,46,58813,108449
2,7,6,29084,96018
5,22,18,81524,87592
3,10,21,38456,87496
1,0,56,5455,141120
0,12,54,63567,122145
1,18,59,83382,110753
4,23,34,107696,124526
5,2,29,8272,80675
0,23,28,126209,126209
3,16,21,93274,132095
0,4,10,20561,117100
5,19,19,62905,81135
3,20,28,114847,128277
5,7,50,28022,86371
3,13,40,74333,121007
2,3,41,20691,141775
6,10,33,31891,75375
2,19,0,84153,111001
1,14,30,69466,124180
1,18,29,83132,113250
3,6,47,35499,124955
0,18,17,82041,111669
6,18,54,52840,83127
4,10,57,66781,138908
4,4,16,18876,115944
0,4,37,22181,112011
0,21,13,116614,131706
2,7,22,37165,109489
4,9,24,46493,113070
3,5,14,26731,125765
5,14,45,50369,84938
1,15,55,94265,132204
5,16,21,48018,76100
2,7,2,37265,125960
4,7,55,37796,115338
6,8,54,26381,72382
0,1,18,7278,132032
6,14,56,51170,81466
6,17,43,62236,82423
4,2,33,13005,121555
3,16,34,77017,109292
2,3,49,20715,129660
0,3,0,15182,125602
5,13,51,43875,76015
3,8,20,41107,122774
5,8,28,28163,83074
1,22,5,118485,130970
2,17,36,76938,105546
3,9,0,43740,116435
3,20,50,112226,123620
5,3,0,10108,82935
0,11,26,61399,127629
1,7,20,32216,104815
5,1,52,5727,75955
3,21,15,111308,125251
2,12,43,74336,133597
3,20,58,113519,128742
4,15,53,80238,119883
2,1,39,7107,107158
2,10,25,54523,114364
3,9,15,50678,135895
0,14,27,73871,133854
2,16,0,79132,113804
4,7,35,28845,91816
5,17,9,57211,81294
0,22,42,107757,117122
0,8,16,44260,117502
0,7,56,42148,125285
2,13,58,76992,128762
0,17,22,94763,129902
3,21,6,110895,124457
0,19,43,89649,101992
4,19,52,95298,116588
1,20,6,111069,143040
4,11,43,63032,123742
2,18,14,96294,123678
0,13,33,70156,123594
0,16,45,88688,124153
3,23,44,93337,96168
5,20,3,71738,85782
0,2,13,10975,119621
6,22,13,66272,73774
4,6,15,33239,120476
2,16,6,64550,103534
1,11,31,66688,124300
0,8,18,40418,111961
1,14,1,57378,107832
0,17,9,78894,111658
2,20,49,107872,125425
5,12,16,38653,74173
4,20,36,101844,124829
2,7,11,37868,126320
1,13,5,67583,124730
0,7,21,35693,121013
1,13,31,68373,126969
4,6,40,27837,95812
6,22,19,65176,76589
2,11,0,51410,109550
1,10,53,62070,131629
1,21,46,106323,118528
4,21,52,109902,120309
6,10,57,39435,81682
0,21,5,110319,130168
6,12,18,42368,85233
1,17,17,88187,125569
4,1,5,5343,111869
0,20,44,103249,112263
6,14,32,43511,77244
6,19,22,61788,72902
6,17,22,57029,75712
5,14,25,52430,80991
0,18,12,88983,115124
6,22,6,74186,80742
5,23,14,78491,78491
2,11,43,61473,121667
4,12,26,80583,139852
6,21,25,78099,83516
0,10,32,49465,111846
5,4,14,10026,60387
5,0,35,1921,81418
2,23,44,118184,128756
3,2,54,13308,111339
4,21,26,121453,129979
3,18,56,91468,115966
0,22,4,127679,132116
4,6,1,27958,109673
2,11,54,57701,118766
0,14,57,72010,115098
4,4,32,25243,130560
4,14,15,68620,114772
3,7,22,36979,119575
0,9,37,48187,125068
2,15,54,81313,125452
2,7,15,43325,128869
0,0,13,1170,122111
0,11,28,51257,115817
5,4,25,11710,72175
1,2,34,12909,120256
3,0,14,1244,122495
0,3,2,14591,118528
0,7,22,38776,120192
1,2,28,10806,104827
1,9,33,49994,126673
4,1,32,8076,121811
6,10,40,34498,79742
2,9,40,47641,120001
3,20,22,89999,102616
4,13,6,63443,116415
0,6,2,32495,118000
1,1,57,10712,127429
5,8,31,33500,91528
2,15,30,77573,120411
4,12,17,66846,125136
5,8,42,26193,73442
2,19,6,97450,120746
6,3,40,12374,84882
6,21,0,64101,69639
5,9,13,30769,78975
1,21,51,112893,112893
4,11,31,68143,126836
4,16,5,78372,112650
6,13,38,48793,85603
2,13,9,71868,137679
5,1,6,3881,81027
1,20,25,87154,101384
0,19,33,93982,112352
4,10,29,58100,122424
0,15,35,76720,123237
1,18,20,76570,105095
6,22,59,77573,81974
4,5,16,29299,128252
4,23,32,124819,124819
5,18,9,57154,79119
0,4,50,26026,124522
6,3,46,10556,71559
5,14,41,45133,76996
3,3,50,20804,131012
0,19,11,86722,111584
0,9,55,54522,126331
3,23,15,111387,113357
1,21,40,122849,125041
1,2,31,12921,124766
4,4,14,18611,106165
2,5,26,28518,118781
5,20,27,72202,85123
2,21,16,110121,115637
4,7,45,40841,123147
2,6,58,32799,128058
0,20,49,109930,119694
0,9,57,52994,122245
3,5,1,29305,133834
3,13,35,63849,124731
4,3,49,18759,122008
4,12,6,54031,110419
6,19,12,62336,81342
4,16,14,90663,123301
0,22,24,123908,132837
2,6,22,31899,120468
5,3,59,13099,76804
6,13,21,45319,79218
6,2,25,7000,83433
6,23,32,72864,76790
4,4,10,20066,124367
4,15,9,78001,121142
0,22,24,108847,118331
5,19,36,63811,78076
0,3,47,15728,111346
5,23,42,87761,90270
0,23,52,114155,114155
2,1,37,8384,116277
4,17,40,89040,116763
1,18,44,85760,117733
1,18,23,105213,129221
4,16,39,85330,118702
6,13,45,46480,81607
4,18,55,95900,135378
4,21,32,120836,128549
4,23,16,117916,125344
6,12,23,42146,80293
5,11,36,35821,73860
2,5,56,32186,120893
1,20,1,107616,129845
3,3,31,18469,126141
1,18,56,99075,116401
1,15,59,83056,128958
6,12,23,39304,73195
0,3,8,15373,118938
4,22,3,100567,115238
4,16,16,82463,121660
4,22,16,124748,129964
0,0,52,4969,128889
6,17,49,65552,82238
2,19,47,102328,125996
2,16,29,86651,132716
6,14,39,47633,79298
3,10,57,46727,108845
2,21,10,116033,133011
6,12,20,37582,74403
2,0,20,1627,113096
4,16,17,61594,102038
5,5,54,18515,78184
6,3,28,10985,78917
1,19,23,96250,112497
2,15,9,75037,125882
2,14,44,78983,127219
0,14,16,67027,113482
3,5,17,27483,118658
5,14,41,53384,84733
0,13,47,66165,114516
4,10,19,51265,122662
1,6,36,28691,114983
3,8,44,43306,117557
0,15,17,68868,105352
6,4,16,12071,73708
2,19,8,93581,125100
2,9,13,49748,127929
3,17,48,100242,132904
2,2,28,10916,111747
6,12,30,41022,81091
0,10,3,38429,101051
0,16,17,109797,151404
2,21,58,101414,118504
2,12,19,68728,130387
4,5,55,26484,107618
1,16,55,97513,129963
3,12,46,70794,138575
0,18,42,93315,119397
3,20,43,86802,109891
4,18,8,80931,118612
0,9,12,38581,97732
4,2,14,10137,119621
4,13,26,70942,128209
5,18,14,64037,80233
2,4,27,22534,117158
6,4,36,14050,75828
5,19,54,60169,78827
3,16,18,72015,103400
6,20,25,75109,82738
3,9,51,57285,144359
2,4,25,18838,106649
6,3,24,11488,83284
5,5,25,17733,76388
3,3,25,19801,131041
5,6,45,21268,80618
2,6,27,30346,122061
6,17,48,69830,84291
6,2,17,6948,73685
0,0,31,2599,119257
4,23,52,112517,117200
4,3,2,15684,121127
5,5,1,19739,90110
6,8,32,32175,89155
3,21,41,117448,119587
5,13,18,38751,71089
5,11,16,31634,68284
1,19,43,96968,116684
6,23,32,79009,79009
4,3,11,15885,118416
6,20,48,68399,84339
2,23,55,119960,119960
5,11,2,34082,75550
1,9,42,44129,112453
1,21,48,113754,125030
4,6,54,33594,122750
4,2,25,11343,119434
4,22,34,93976,114982
2,13,7,67521,113619
1,23,51,122823,122823
3,9,35,50133,126289
2,15,52,75874,118728
0,15,53,69624,122872
5,21,6,66778,78827
4,9,45,50909,120985
1,12,45,65638,117995
5,5,35,18624,77566
6,11,15,37772,79948
2,8,23,45808,123116
0,12,53,66765,126452
6,3,0,9941,75437
2,23,48,114155,117371
2,10,24,55069,132939
3,19,9,88728,117088
5,17,53,61783,87576
3,10,15,51464,116657
2,20,15,89690,110400
0,3,57,19300,123653
1,17,7,80477,108953
1,0,28,2477,125356
6,6,38,22529,77771
5,5,27,18045,77481
4,14,5,59679,105682
4,17,15,106954,148241
1,23,19,101143,103460
2,10,15,48934,120098
2,19,6,98821,131433
3,23,40,124177,130363
5,14,13,49013,75095
3,15,42,74847,116827
4,6,25,37896,133510
1,20,25,107279,129133
6,9,13,33415,83310
2,11,6,59167,122405
1,23,32,116960,116960
0,13,25,63200,110903
1,4,56,29083,132371
0,20,44,117178,133122
3,17,19,87075,111158
3,4,2,18295,118462
4,2,51,14324,118565
1,22,3,111507,119673
1,4,25,21162,120642
0,23,10,128594,129468
3,16,1,69501,112527
0,18,13,81890,111536
3,18,43,92909,132366
0,20,29,106141,115373
3,11,48,52178,107369
0,8,11,43516,115148
6,0,25,1527,84609
3,17,43,102303,135549
5,20,32,60974,73421
0,3,12,16612,131475
1,9,13,50519,128199
4,6,23,34310,129462
5,21,33,62525,74631
5,22,43,71983,82291
0,0,25,1819,110100
4,16,20,87539,117895
1,23,27,126841,126841
5,1,47,6232,83020
1,10,35,59137,133114
3,8,39,38478,108585
6,6,1,20033,83827
4,21,41,103817,107516
6,16,8,59718,81227
2,16,22,83000,127403
3,1,14,6031,117854
4,5,12,26582,125511
0,13,22,60196,110402
6,5,16,19695,84728
0,1,47,8718,125570
1,0,59,5762,137440
5,9,1,27301,70115
6,20,19,65159,77523
2,4,19,22628,120434
0,1,58,8803,106643
4,21,45,104489,108684
6,15,2,52042,89928
6,1,54,6270,80617
5,9,11,30088,78916
5,1,39,4687,78703
4,15,1,65996,111532
5,15,35,47251,75858
0,18,13,95350,119935
4,6,15,28886,114987
4,21,18,103862,122018
1,11,33,65320,130400
2,23,43,112570,123941
6,14,45,39193,71140
1,7,5,37465,129280
2,5,12,22188,110401
4,9,35,43704,117750
6,2,21,7501,74477
5,18,17,65337,82167
2,16,11,81165,115801
4,6,51,29898,99250
4,20,58,129080,139121
1,19,53,81896,110625
1,3,29,20162,135861
5,13,52,45668,81192
3,19,50,99954,125648
0,21,39,106750,115112
3,14,6,65516,122079
3,23,31,113104,126504
6,7,47,26304,78618
6,20,18,71196,82168
5,14,5,47902,81078
6,21,19,66432,78237
2,19,26,87391,104058
5,13,52,44459,74417
5,8,42,30921,84939
4,7,36,40579,136159
4,16,47,84221,123051
4,1,6,5364,112335
0,23,58,103029,103029
2,2,4,11046,130416
2,7,10,30089,102037
4,11,14,54131,116593
3,0,2,165,117756
0,9,57,48025,119305
3,19,4,81780,120358
1,2,22,12683,121381
2,5,52,25531,95846
2,6,36,32028,120146
3,19,8,73737,97704
0,22,14,117141,127322
2,17,2,80465,114448
3,10,28,45062,98429
5,18,5,58784,77805
5,4,16,12686,74304
6,18,25,48532,67709
0,10,20,54786,121966
3,23,7,122465,123444
6,11,20,43756,87995
5,9,56,32833,83365
0,7,10,41586,127541
6,23,37,70061,77999
4,8,7,37518,107135
0,3,41,18703,134729
1,4,23,18559,105796
4,20,34,119334,129173
6,7,54,26273,76632
3,22,13,113463,126012
4,8,54,50071,138619
4,14,13,70173,117870
6,14,9,48054,79462
3,15,11,84771,126104
3,13,37,64704,116706
5,7,43,22619,76517
1,17,54,91647,121921
3,9,45,46364,116798
2,19,33,87278,114597
2,5,40,26519,110670
1,11,9,52270,113722
0,1,57,9610,116493
6,6,16,20495,82169
0,15,16,73902,113418
2,2,2,11158,140988
3,12,30,54770,109699
1,2,50,14165,121466
0,17,0,96965,125925
0,10,11,55693,126301
6,7,38,26346,78601
4,5,3,26496,117592
2,0,41,4183,124515
3,0,12,1024,122665
1,22,33,117410,117410
0,7,41,35108,104381
6,4,20,15471,81621
4,15,21,75574,108534
2,10,56,50544,113328
2,4,3,19799,120332
6,3,17,10388,74738
1,5,4,28826,137804
0,13,18,64533,114625
1,21,1,120607,127746
6,18,11,62926,85089
6,8,16,24937,73519
1,11,9,58936,125762
5,10,33,36401,83764
4,13,5,50662,102769
2,22,7,110160,123112
5,15,50,55363,81131
3,0,10,820,110196
2,12,56,54496,107324
2,22,11,105889,121609
4,20,8,113485,135077
3,20,1,86641,115913
0,12,7,62149,125902
3,1,57,8827,118977
0,3,10,15099,107106
3,5,59,30527,127348
1,22,52,109053,109053
6,4,35,17192,85278
3,2,9,10106,116584
5,0,20,1010,76886
5,3,19,11292,82512
4,19,47,101604,123908
6,1,7,3433,72534
6,4,35,14529,79156
0,2,28,8917,83647
2,8,41,51662,140920
4,19,11,98609,125505
5,5,13,17295,82505
5,17,47,64306,87596
0,5,53,27049,115043
5,18,49,58851,74844
5,11,20,36722,77434
0,10,21,51808,118584
5,1,20,5112,84549
2,14,43,66188,108660
1,11,49,62466,120803
4,11,29,68739,142033
2,8,38,44899,126321
2,20,19,102037,121259
1,23,23,121494,125066
6,1,22,5054,87544
4,21,6,111317,132996
2,2,8,9556,116006
5,11,0,38396,81119
1,15,25,77918,116086
6,20,37,74041,83094
4,23,37,116209,117188
3,0,53,4487,117409
0,20,43,117983,131974
5,2,21,7590,74584
1,19,43,96416,122632
0,1,9,5433,119970
6,8,54,27569,75819
6,18,57,62063,78670
3,14,5,70220,121131
2,17,16,83412,127946
2,10,50,58298,118916
4,22,49,107504,114651
1,15,37,81806,124645
1,21,23,112781,119166
6,16,50,53530,86457
4,4,9,22296,132327
0,11,55,63102,129595
2,10,7,52873,127577
2,14,20,63406,107098
6,2,55,10461,80275
1,0,5,444,123763
6,19,20,72582,85983
1,15,56,83132,124926
4,1,38,7881,124527
3,1,23,7592,147008
0,2,32,11623,119238
5,7,58,26507,78445
3,23,17,112025,115290
3,14,55,78662,127906
1,6,27,34133,129393
1,5,56,33642,123644
1,8,51,48331,136692
3,19,31,94585,111157
6,0,11,506,66297
0,7,47,39484,122123
6,22,41,82606,82606
1,22,26,121794,121794
2,2,9,11759,132857
6,3,45,11324,69692
0,14,56,68799,108594
2,5,51,30012,123081
0,14,41,73689,119228
1,20,31,103535,125428
6,2,41,8855,80433
5,20,25,63879,77335
4,20,24,105931,119250
1,13,10,65677,120288
3,19,22,88248,116950
5,13,33,41101,75530
3,3,56,15965,115964
0,11,51,61910,128566
3,16,39,84755,121940
5,6,22,22607,85807
5,8,28,30658,79075
1,2,30,12269,114491
2,12,6,75926,146706
1,14,39,69548,124136
0,17,32,93169,129901
3,18,20,93849,125921
2,0,1,84,126230
6,5,17,18620,88109
4,22,46,94032,108979
5,1,32,4386,73337
2,23,36,106751,106751
6,13,33,47083,83995
2,5,19,24343,112743
1,13,34,69835,123574
6,3,50,14364,84971
4,20,49,108279,124811
5,7,53,25691,76157
0,2,17,10380,113931
0,18,45,88874,117389
2,13,23,73324,129203
6,19,7,68609,78688
2,16,29,79869,108532
3,7,43,34641,104690
4,23,52,112731,112731
5,13,9,49527,84474
2,5,22,30724,132148
3,22,51,93353,110752
6,21,48,72122,83818
4,15,10,88904,138344
5,18,1,53231,77867
0,13,57,74511,134215
3,18,25,96256,129987
6,2,35,8769,82526
4,9,32,46237,118100
3,18,46,92744,120347
2,8,12,43062,121041
1,19,39,104350,129163
0,12,24,62878,124086
2,6,3,21307,90637
2,13,41,64052,106871
6,8,18,27392,81957
6,22,17,70843,80686
4,18,36,95874,122404
6,14,29,47429,81728
3,19,18,86453,110410
0,13,57,74620,126741
2,23,22,121785,127162
4,5,58,29800,107448
0,20,53,91317,105339
6,3,15,11102,79531
6,7,0,21080,80046
3,16,11,88402,136997
6,8,23,25185,76244
2,0,33,2459,112700
5,23,52,73040,73040
2,19,56,100875,115475
2,13,7,62446,112324
6,10,17,34107,80515
0,20,56,102230,121023
6,2,47,8352,68221
0,8,4,44868,120964
0,13,25,54595,97006
0,8,29,45037,121698
4,3,53,15748,95688
1,3,12,18109,130879
6,7,18,25620,89438
4,1,28,6988,117213
2,8,2,42881,125627
4,13,25,65351,110219
3,21,39,104448,120723
5,8,58,27498,81930
0,23,57,86657,89057
6,22,57,83569,83569
3,15,11,69772,119773
6,16,1,48606,77387
5,15,10,49144,77165
3,11,43,52788,108760
6,2,27,8065,76731
2,10,17,40553,100841
0,13,12,73099,135102
3,17,36,91344,117537
2,20,21,92185,115615
0,20,11,107894,119475
1,4,1,20019,126362
2,15,36,83666,123473
4,19,6,114398,146478
6,4,25,13640,78622
0,2,25,11326,115347
3,11,23,55732,114386
5,0,11,616,80693
3,20,15,93531,104981
4,8,22,44985,120398
6,8,39,28934,85327
4,3,59,17711,113866
3,2,8,9299,111926
6,16,31,58809,89477
5,1,14,4297,79248
0,23,36,99321,99321
6,0,12,645,79664
2,7,4,30780,104595
6,12,10,47807,88117
4,22,9,116392,116392
4,14,51,73836,117803
4,7,12,34212,131529
5,11,40,34529,69991
6,21,52,73189,76743
6,11,45,37210,75159
1,13,49,68874,115443
5,14,14,46258,76632
0,14,41,67496,117581
0,8,55,45888,129240
0,18,6,77385,104285
0,19,39,89293,103544
0,21,27,99779,116087
3,7,31,35592,111110
4,20,34,99899,114832
5,18,14,62070,75697
3,5,47,30587,127200
5,19,35,69125,92863
1,18,20,88134,111761
6,3,5,9960,70044
2,22,0,106616,112308
4,6,3,26796,110659
1,3,10,12963,103869
3,21,43,104008,120694
2,11,25,59824,114312
6,12,36,38104,73787
1,2,22,10061,105526
6,21,28,73853,83228
6,11,20,34819,74921
5,1,47,6626,82691
2,23,44,110427,117634
5,1,44,6793,88824
6,22,48,72763,76128
1,8,26,50476,135473
6,0,38,2325,81653
3,7,39,38840,121336
6,22,12,73487,80717
5,5,22,18593,82876
2,5,58,32555,131574
1,21,15,106781,131494
5,17,29,62127,79140
6,16,3,53661,79266
3,11,39,56294,123131
4,5,15,24845,126675
3,7,30,28180,102055
6,18,52,65719,80499
3,9,41,50390,128881
4,0,24,2097,128760
3,12,43,56729,104514
4,16,11,84051,127950
6,2,25,9212,89057
4,7,36,40665,127810
5,13,47,38627,67544
5,2,32,8372,86083
4,15,27,79293,128438
1,12,8,60664,116486
2,19,11,92782,120177
1,23,4,113514,113514
4,16,53,107302,136516
2,12,51,65693,118797
5,5,53,20716,78641
2,16,27,80130,112841
4,13,55,68440,121267
5,16,34,55500,79607
2,7,4,34560,106641
2,10,33,59278,138476
1,19,45,96026,123086
2,0,33,2694,124664
6,6,12,20596,80603
4,20,38,98147,120192
0,20,41,110687,118517
0,16,44,91744,130177
0,9,47,51259,119920
4,10,57,57379,127670
0,21,13,96418,115661
1,8,10,38782,121956
4,8,41,38668,111960
6,23,37,79026,79026
5,4,3,14952,86362
6,16,52,58704,81087
4,8,32,38454,116850
4,16,6,78123,116460
2,23,55,120278,127224
2,20,40,102626,116833
2,18,7,103527,133939
3,6,36,28947,111815
1,22,50,121381,121693
4,8,9,42572,112242
6,6,42,23207,79798
4,12,56,64054,119840
2,10,14,49706,118449
4,13,37,74044,131884
5,18,14,56922,77887
4,10,4,53459,125865
6,12,28,39962,81577
0,13,18,60782,121126
5,12,53,44097,81255
5,0,50,2811,80897
4,7,9,34491,119178
3,11,11,60243,138146
2,18,53,96589,121008
1,11,3,59755,136546
1,7,30,37923,122203
0,7,17,38352,116129
1,20,15,117957,135393
1,12,39,61065,124370
2,11,35,51320,113572
2,15,24,80626,124705
3,0,22,1665,117074
6,12,11,34145,74745
0,6,33,36244,129359
1,4,35,25408,130949
3,7,36,44807,138379
0,13,2,68346,124221
5,22,8,77745,84578
1,12,52,66531,128349
1,14,17,78447,128498
2,22,42,136382,136382
4,16,34,80457,119553
0,14,56,69878,118344
1,19,54,88256,112844
0,17,33,87707,125374
6,17,40,54776,73666
3,1,13,5783,127760
3,3,3,16348,125878
4,0,28,2525,125850
1,3,40,16877,121382
6,17,44,53726,76456
2,4,49,25936,128719
1,18,14,85933,113929
0,14,27,70487,114108
5,7,41,26939,84746
3,19,15,107038,125512
